submission_id,title,abstract,fullname,coauthors,institution,theme,talk_format,starttime,endtime,url
recvnGmkaAIZ6LJZk,Fully implantable wireless and battery-free neuromodulation tools,"Recent advances in materials and optoelectronic concepts for the creation of soft electronics coupled with miniaturization of wireless energy harvesting schemes enable the creation of highly capable neuromodulation tools with sizes, shapes and physical properties matched to biological systems. This seamless integration enables a new class of implants with access to the central and peripheral nervous system and vital organs. Here we present a new class of tools that provide unparalleled capabilities to asses and modulate organ function and enable new experimental paradigms in a range of complex environments and contexts that cannot be explored with conventional technologies. The devices feature miniaturized form factor and technologies that are rapidly scalable to enable broad dissemination while still maintaining compatibility with noninvasive imaging technologies such as computed tomography (CT) and magnetic resonance imaging (MRI). Specifically, we will highlight 1. Current advances in highly miniaturized wireless and battery free photometric recording devices that enable the study of neural dynamics in in ethnologically relevant environments even in young animal models unlocking new experimental paradigms to uncover the working principles of the developing brain. 2. Wireless battery-free and subdermally optogenetic stimulation tools that enable: neural activation in freely flying birds; transcranial optogenetic stimulation in mice without cranial surgery; long range neural activation in ethologically relevant environments. 3. Wireless battery free and subdermally implantable electrical interfaces to the spinal and muscular system. Combined these platforms for small animal models enable exploratory neuroscience with minimal impact on the test subject and quantitively expand experimental paradigms.",Philipp Gutruf,"Philipp Gutruf, University of Arizona",University of Arizona (grid.134563.6),Theme E: Computational modelling and Techniques,Traditional talk,2020-10-28 22:30:00+00:00,2020-10-28 22:45:00+00:00,
recvnqvj1ixUiiS26,Cognitive switches and prefrontal gating of flexible sensory processing,"Adaptive behaviour crucially depends on flexible decision-making, which in mammals relies on frontal cortex, specifically the orbitofrontal cortex (OFC). How OFC encodes decision variables and instructs sensory areas to guide adaptive behaviour are key open questions. Here we developed a reversal learning task for head-fixed mice, monitored the activity of lateral OFC neurons using two-photon calcium imaging, and investigated how OFC dynamically interacts with primary somatosensory cortex (S1). Mice learned to discriminate go/no-go tactile stimuli and adapt their behaviour upon reversal of stimulus–reward contingency (‘rule-switch’). Imaging individual neurons longitudinally across all behavioural phases revealed a distinct engagement of S1 and lateral OFC: whereas S1 neural activity reflected initial task learning, lateral OFC neurons saliently and transiently responded to the rule-switch. Lateral OFC to S1 projections feed this activity as value-prediction error back to S1. This top-down signal updated sensory representations in S1 by functionally remapping responses in a small outcome-selective neuronal subpopulation that was also sensitive to reward history. Functional remapping crucially depended on top-down feedback as chemogenetic silencing of lateral OFC neurons disrupted reversal learning as well as plasticity of S1 neurons. The dynamic interaction of lateral OFC with sensory cortex thus implements history-dependent, prediction error-based computations and plasticity essential for flexible decision-making.   ",Abhishek Banerjee,"Abhishek Banerjee, Newcastle University; Giuseppe Parente, University of Zurich; Jasper Teutsch, Newcastle University; Christopher Lewis, University of Zurich; Fritjof Helmchen, University of Zurich",Newcastle University (grid.1006.7),"Theme C: Sensory & Motor Systems, and Physiology/Behavior",Traditional talk,2020-10-27 13:15:00+00:00,2020-10-27 13:30:00+00:00,https://youtu.be/LwbIXktfZiU
recvqHLPPP11SysYV,GIN-tonic: collaboration in research made easy,"Computer scientists have seen their collaboration highly facilitated by the use of GitHub-like platforms. Their work could not be done without the use of issues, pull requests and merges, not any more. However, we have been waiting for a ""GitHub for science"" tool for a decade. Indeed, the technology needed to deal with research data specificities makes the repository administration very complex and time consuming, and requires relatively high computer skills. 

We have developed a toolkit to bring the power of GitHub to the researchers. Behind the scene, we are using advanced technologies: git-annex deals with large files; git modules brings access rights and publication at the sub-folder levels; gogs brings the github-like collaboration tool, and the tonic application (in go) facilitates and automates complex administrative tasks (like the creation of the research repo). Last but not least, we also worked on a folder structure template to facilitate and promote file sharing, reproducible research and research data management.

Similar to the beverage, gin-tonic was tricky to prepare, but now you can relax and enjoy it. Once installed, you only need to save your digital files at a right place and double-click synchronization files from time to time:  then you get access to all advanced features via your internet browser. In addition, it is a free open source software and works as a data backup system.

Gin-tonic stands for: GitHub for neuroscience - templates and other necessary tools for git control",Julien Colomb,"Achilleas Koutsou, Thorsten Arendt, Deepti Mittal, Keisuke Sehara,  Rike-Benjamin Schuppner, Thomas Wachtler, Matthew Larkum, Julien Colomb",Humboldt University of Berlin (grid.7468.d),Theme E: Computational modelling and Techniques,Interactive talk,2020-10-30 10:30:00+00:00,2020-10-30 10:45:00+00:00,https://youtu.be/u2DQtGVabjQ
recvsDq7Fw85aPf7w,Abrupt transitions of response patterns emerging from gradual changes of network connectivity,"Recent experimental studies show substantial ongoing remodeling - even in the absence of an explicit learning paradigm - on both the level of synaptic connections [Loewenstein et al., 2011] and the level of neuronal population activity [Aschauer, Eppler et al., in review]. It is, however, unclear, how the changes in neuronal activity can be linked to changes in the underlying synaptic connectivity. 
To shed light on these phenomena we study a circuit model of randomly connected excitatory and inhibitory neurons.
For strong recurrent connectivity and a high ratio of inhibition to excitation, the model reproduces key characteristics of neuronal activity patterns of mouse auditory cortex, including sparse activity, a broad distribution of firing rates, and a clustering of stimuli into a set of response modes [Bathellier et al., 2012]. In this regime we also find that gradual changes of synaptic strength can result in periods of stable responses which are interrupted by abrupt transitions towards new response patterns. 
To understand the mechanism underlying these transitions, we analyze the fixed points of this network model, employing a method similar to [Sussilo and Barak, 2013]. 
The regime, where we find this clustering, is characterized by multiple fixed points per stimulus, i.e. one stimulus can evoke different responses depending on the initial conditions of the system. Analyzing how the fixed points of a network change during ongoing, random synaptic drift reveals that abrupt transitions of response patterns coincide with significant changes in the layout of fixed points. 
We conclude, that even slow ongoing synaptic changes can lead to abrupt transitions which can be inferred from the fixed point dynamics of the network.",Bastian Eppler,"Dominik Aschauer, JGU Mainz; Simon Rumpel, JGU Mainz; Matthias Kaschube, Frankfurt Institute for Advanced Studies",Frankfurt Institute for Advanced Studies (grid.417999.b),Theme E: Computational modelling and Techniques,Interactive talk,2020-10-27 10:30:00+00:00,2020-10-27 10:45:00+00:00,https://youtu.be/SMUwA27jquw
recvtV5SPCKmW8ZXD,Visual Misrecognition Reveals Contradiction between Lower and Higher Visual Cortex Activations,"One trait that distinguishes human vision from artificial vision model is its relative robustness under conditions of uncertainty. It is generally believed that the immense connectivity between different visual areas allowing bottom-up, recurrent, and top-down connectivity patterns allows this trait. However, the integration mechanism that occurs between signals that pass through those connections is a big open question. To investigate this question, we use the concept of visual misrecognition under challenging conditions. This setting allows us to investigate the conditions when behavioral response does not match the visual content and how the brain responds to perception correction. We recorded functional magnetic resonance imaging signals while subjects watched blurred images of various difficulties. We then decoded the image category through a deep neural network proxy. We found that neural signals in the lower visual areas did not point to the same categories as the higher visual areas. The lower areas rather matched the actual existing stimulus signals while the deeper areas decoded categories matched those chosen by the subject. Additionally, higher visual areas appeared to point to the wrong category when subjects made a mistake but showed to switch direction after subjects corrected their choice as the blur level decreased following the subjects’ behavior consistently. These results reveal the dynamics of the higher visual areas as they switch their representation in response to additional visual data which could shed a light on their connectivity patterns.",Mohamed Abdelhack,"Yukiyasu Kamitani, Kyoto University and ATR",Washington University in St. Louis (grid.4367.6),"Theme C: Sensory & Motor Systems, and Physiology/Behavior",Traditional talk,2020-10-30 21:30:00+00:00,2020-10-30 21:45:00+00:00,
recvwlOyvHfFzlMls,The Effects of Attention on Alpha and Afferent V1 Responses,"Endogenous shifts of attention towards an upcoming stimulus cause topographical shifts in alpha power and enhanced sensory evoked responses, and both of these changes are associated with improved perceptual processing of the stimulus. However, there is little examination of the relationship between attention-related alpha changes and attention-related sensory changes. Additionally, it is still inconclusive whether attention can affect the earliest cortical visual evoked response – the C1 ERP component – which is putatively generated from afferent input into V1. This study attempts to assess changes in the C1 related to attention, and related to prestimulus alpha, through a spatial-2AFC cued contrast discrimination task. A cue at central fixation indicates whether participants should shift their attention to the upper or lower visual field with 80% validity. Participants respond according to which of two stimuli has greater contrast, a variable that was parametrically manipulated to span individual’s psychometric functions. Preliminary findings (n=4, 1,000 trials each) show the expected improvements in speed and accuracy when responding to stimuli in the cued, as compared to the uncued, location. Upper and lower visual field cues differentially affected the topography of alpha power, confirming that participants were endogenously shifting attention. Despite the fact that the stimuli reliably elicited a strong C1 response, there is little evidence of an attention effect on the C1 component or changes in C1 amplitude related to prestimulus alpha power. Rather, attention seemed to induce changes in a late ERP component (the “central parietal positivity”; CPP) thought to index evidence accumulation. Our findings suggest that endogenous attention speeds up evidence accumulation independent of early sensory changes.",Audrey Morrow,Jason Samaha,"University of California, Santa Cruz (grid.205975.c)","Theme C: Sensory & Motor Systems, and Physiology/Behavior",Interactive talk,2020-10-28 17:30:00+00:00,2020-10-28 17:45:00+00:00,
recvyq8VTihHJjqVL,"Automatic tracking of mouse social posture dynamics by 3D videography, deep learning and GPU-accelerated robust optimization","Social interactions powerfully impact both the brain and the body, but high-resolution descriptions of these important physical interactions are lacking. Currently, most studies of social behavior rely on labor-intensive methods such as manual annotation of individual video frames. These methods are susceptible to experimenter bias and have limited throughput. To understand the neural circuits underlying social behavior, scalable and objective tracking methods are needed. We present a hardware/software system that combines 3D videography, deep learning, physical modeling and GPU-accelerated robust optimization. Our system is capable of fully automatic multi-animal tracking during naturalistic social interactions and allows for simultaneous electro-physiological recordings. We capture the posture dynamics of multiple unmarked mice with high spatial (∼2 mm) and temporal precision (60 frames/s). This method is based on inexpensive consumer cameras and is implemented in python, making our method cheap and straightforward to adopt and customize for studies of neurobiology and animal behavior.",Christiab Ebbesen,"Christian L. Ebbesen, New York University; Robert C. Froemke, New York University",New York University (grid.137628.9),"Theme C: Sensory & Motor Systems, and Physiology/Behavior",Traditional talk,2020-10-27 21:30:00+00:00,2020-10-27 21:45:00+00:00,
recw7TTSz3kp6HcnK,Delineating single subject oscillatory brain networks with Spatio-Spectral Eigenmodes,"The spatial and spectral structure of oscillatory networks in the brain provide a readout of the underlying neuronal function. Within and between subject variability in these networks can be highly informative but also poses a considerable analytic challenge. Here, we describe a method that simultaneously estimate spectral and spatial network structure without assumptions about either feature distorting estimation of the other. This enables analyses exploring how variability in the frequency and spatial structure of oscillatory networks might vary both across the brain and across individuals. 

The method performs a modal decomposition of an autoregressive model to describe the oscillatory signals present within a time-series based on their peak frequency and damping time. Moreover, an alternate mathematical formulation for the system transfer function can be written in terms of these oscillatory modes; describing the spatial topography and network structure of each component. We define a set of Spatio-Spectral Eigenmodes (SSEs) from these parameters to provide a parsimonious description of oscillatory networks. Crucially, the SSEs preserve the rich between-subject variability and are constructed without pre-averaging within specified frequency bands or limiting analyses to single channels or regions. 

After validating the method on simulated data, we explore the structure of whole brain oscillatory networks in eyes-open resting state MEG data from the Human Connectome Project. We are able to show a wide variability in peak frequency and network structure of alpha oscillations and reveal a distinction between occipital ‘high-frequency alpha’ and parietal ‘low-frequency alpha’. The frequency difference between occipital and parietal alpha components is present within individual participants but is partially masked by larger between subject variability; a 10Hz oscillation may represent the high-frequency occipital component in one participant and the low-frequency parietal component in another. This rich characterisation of individual neural phenotypes has the potential to enhance analyses into the relationship between neural dynamics and a person’s behavioural, cognitive or clinical state",Andrew Quinn,"Gary GR Green, York Neuroimaging Centre; Mark Hymers, York Neuroimaging Centre.",University of Oxford (grid.4991.5),Theme E: Computational modelling and Techniques,Traditional talk,2020-10-28 13:30:00+00:00,2020-10-28 13:45:00+00:00,https://youtu.be/ZN5On6Hb92Y
recwGz7DxT4zyWwLw,Preferential transmission via cortical resonance,"Synchronization has been implicated in neuronal communication, but causal evidence remains indirect. We used optogenetics to emulate synaptic inputs to cat visual cortex and measured spike output. Channelrhodopsin 2 generated currents through the somato-dendritic membranes of excitatory neurons under precise temporal control. Constant excitation was transformed into strong synchronization in the gamma-band, revealing the well-known cortical resonance. Ramp stimulation demonstrated that the resonant frequency varied (30-60 Hz) with excitatory input strength, and Gaussian excitation exhibited hysteresis of power and frequency. Crucially, white-noise sequences enabled a causal analysis of network transmission, establishing preferential transmission of input components that are coherent to the resonance. Models composed of recurrently coupled excitatory and inhibitory units uncovered a crucial role of feedback inhibition and suggest that hysteresis can arise from the non-inactivating M-current. The presented approach provides a means to investigate resonance properties of local circuits and how these properties transform input and shape transmission.",Chris Lewis,"Chris Lewis, University of Zurich; Jianguang Ni, Ernst Strüngmann Institute; Thomas Wunderle, Ernst Strüngmann Institute; Patrick Jendritza, Ernst Strüngmann Institute; Andreea Lazar, Ernst Strüngmann Institute; Ilka Diester, Ernst Strüngmann Institute; Pascal Fries, Ernst Strüngmann Institute",University of Zurich (grid.7400.3),"Theme C: Sensory & Motor Systems, and Physiology/Behavior",Traditional talk,2020-10-30 12:30:00+00:00,2020-10-30 12:45:00+00:00,
recwHcxOdOC1oAyRZ,Predicting basal forebrain degeneration with plasma lipids in human Alzheimer's disease,"Cortical cholinergic innervation from the basal forebrain is essential for normal cognitive functioning. In Alzheimer’s disease (AD), basal forebrain cholinergic neurons degenerate before other neurotransmitter systems. Currently, our understanding as to what factors contribute to cholinergic selective vulnerability is limited. One proposed characteristic of cholinergic neurons which may render them more vulnerable to degeneration than other neurons is their dual use for the lipid phosphatidylcholine. While all neurons use phosphatidylcholine to build and repair their cell membranes, only cholinergic neurons use phosphatidylcholines to biosynthesize acetylcholine. 
Therefore, we hypothesized that if cholinergic neurons are selectively vulnerable to degeneration because of their high demand for phosphatidylcholines, then phosphatidylcholines should predict degeneration within the basal forebrain in human AD. To test our hypothesis, we leveraged multimodal data from the Alzheimer’s Disease Neuroimaging Initiative. Participants were divided into a normal cerebrospinal fluid (nCSF) group and an abnormal cerebrospinal fluid (aCSF) group based on their CSF ratios of phosphorylated tau and amyloid beta. We then quantified each participant’s longitudinal grey matter degeneration, indexed with structural magnetic resonance imaging. Multivariate pattern analyses determined that plasma phosphatidylcholines predict longitudinal trajectories of basal forebrain grey matter integrity (p = 0.001 on 5000 permutation tests). Furthermore, this relationship was moderated by the presence of CSF pathology. Overall, this study provides in vivo evidence for a relationship between phosphatidylcholines and the structural integrity of the basal forebrain in human AD. This work supports a longstanding theory of cholinergic selective vulnerability to AD.
",Hayley Shanks (She),"Kate M Onuska, Western University; Dinesh K Barupal, Icahn School of Medicine at Mt Sinai; Taylor W Schmitz, Western University",Western University (grid.39381.30),"Theme A: Development, Neurodegenerative Disorders and Injury",Traditional talk,2020-10-30 22:30:00+00:00,2020-10-30 22:45:00+00:00,https://youtu.be/T3gWjG-K66M
recwISeG6w7haRgtz,Social: Queer In Neuro,"Queer In Neuro will provide a casual open space for LGBTQIA+ researchers in neuro-related fields to 1) meet each other and discuss their personal experiences in science, and 2) brainstorm what they’d like to see from an organization that focuses on LGBTQIA+ experiences in neuroscience. Pop in to say hello!",,,,,Special Event,2020-10-27 16:00:00+00:00,2020-10-27 17:00:00+00:00,
recwK1q8khC7nrX6b,Non-corrupting decision-making feedback to area MT,"In sensorimotor decision-making, internal representation of sensory stimuli is utilized for the generation of appropriate behavior for the context. For stimuli near perceptual threshold, the trial-by-trial activity of single neurons in many sensory areas is correlated with the animal's perceptual report. This correlation between variability in sensory neurons and perceptual decisions has often been attributed to feedforward readout of the neural activity by the downstream decision-making circuits. However the interpretation is quite ambiguous and the correlation could also originate via feedback from decision-making mechanisms downstream of the sensory representation. Its meaning can be better understood in the light of population-wide correlations among sensory neurons. 
The middle temporal (MT) area contains both sensory and choice information and is known to be the key sensory area for visual motion perception. Using a statistical nonlinear dimensionality reduction technique on single-trial ensemble recordings during perceptual-decision-making, we extracted low-dimensional latent factors that captured the population-wide fluctuations and dissected the particular contributions of sensory-driven versus choice-correlated activity in the low-dimensional population code.
We found that the latent factors strongly encoded the direction of the stimulus in a single dimension with a temporal signature similar to that of single MT neurons. If the downstream circuit were optimally utilizing this information, choice-correlated signals should be aligned with this stimulus encoding dimension. Thus the decision-making process may be corrupting the sensory representation. Surprisingly, we found that the sensory stimuli and choice variables are separate at the population level contradicting the optimal readout view. This misaligned choice information allows the feedforward sensory information to coexist with the decision-making process. The time course of these signals suggest that this misaligned contribution likely is feedback from the downstream areas.
This new insight postulates how neural systems can maintain a mixed representation while allowing learning and adaptation.
",Yuan Zhao,"Yuan Zhao,  Department of Neurobiology and Behavior, Stony Brook University; Jacob L. Yates,  Brain and Cognitive Science, University of Rochester; Aaron J. Levi,  Center for Perceptual Systems, Departments of Neuroscience & Psychology,The University of Texas at Austin; Alexander C. Huk,  Center for Perceptual Systems, Departments of Neuroscience & Psychology, The University of Texas at Austin; Il Memming Park,  Department of Neurobiology and Behavior, Stony Brook University",Stony Brook University (grid.36425.36),"Theme C: Sensory & Motor Systems, and Physiology/Behavior",Traditional talk,2020-10-29 13:15:00+00:00,2020-10-29 13:30:00+00:00,https://youtu.be/hIMkMfFdSIQ
recwK8KyIrYnX5xdA,Proprioception After Stroke - A Complicated Relationship with Motor Control and Visual Feedback,,Jen Semrau,,University of Delaware,"Theme C: Sensory & Motor Systems, and Physiology/Behavior",Keynote Event,2020-10-27 19:00:00+00:00,2020-10-27 20:00:00+00:00,https://youtu.be/sCMTKKGgJqc
recwO2Hx1BLcc9n3i,The Sense of Joint Agency in Sensorimotor Interaction,"Computational models have provided important contributions to unveiling the mechanisms underlying individual action and the sense of self agency – the subjective feeling of being in control of our own actions. The development of computational models is even more necessary to understand the mechanisms underlying joint actions and the subjective experiences of control which emerge during this kind of situations. 
Understanding the partner and choosing mutually satisfactory strategies are key components in joint action and in the development of the sense of joint agency. The development of a partner representation is incorporated in the process of state estimation and, with the body predictions, determines the selection of the control strategies. Game theory - the study of strategic interaction of self-interested agents – constitutes a natural extension of optimal control when multiple agents are involved.
Here we propose a modular computational architecture, which integrates the classical motor control theories - optimal estimation and optimal control - and extends them to reconcile the sense of self and joint agency during interactions. 
Models and simulations based on optimal estimation and game theory provide insights regarding what we represent of a partner, which strategies we adopt and how these strategies evolve with time and training during joint action. They also provide a conceptual basis for extending the notion of self agency to that of joint agency. 
The sense of agency is described in probabilistic terms, as a dynamic decision process, which continuously evaluates the assumptions underlying each observer-controller pair of the proposed modular architecture. Agency relates to reasoning about ourselves: our role in the action, the perceived features of our body and environment, presence of additional partners or opponents; their actions and intentions. During movements, the sense of agency gates each control signal thus providing the basis for optimal action selection.
",Cecilia De Vicariis,"Vinil T. Chackochan, Bournemoth University; Vittorio Sanguineti, University of Genoa",University of Genoa,"Theme C: Sensory & Motor Systems, and Physiology/Behavior",Traditional talk,2020-10-29 18:30:00+00:00,2020-10-29 18:45:00+00:00,
recwTa81cT99wrPdH,Neural measures of subsequent memory reflect endogenous variability in cognitive function,"Human cognition exhibits a striking degree of variability: Sometimes we rapidly forge new associations whereas at other times new information simply does not stick. Correlations between neural activity during encoding and subsequent retrieval performance have implicated such ""subsequent memory effects"" (SMEs) as important for understanding the neural basis of memory formation. Uncontrolled variability in external factors that also predict memory performance, however, confounds the interpretation of these effects. By controlling
for a comprehensive set of external variables, we investigated the extent to which neural correlates of successful memory encoding
reflect variability in endogenous brain states. We show that external variables that reliably predict memory performance have relatively
small effects on electroencephalographic (EEG) correlates of successful memory encoding. Instead, the brain activity that is
diagnostic of successful encoding primarily reflects fluctuations in endogenous neural activity. These findings link neural activity during learning to endogenous states that drive variability in human cognition.",Christoph Weidemann,"Christoph T. Weidemann, Swansea University & Columbia University; Michael J. Kahana, University of Pennsylvania",Swansea University (grid.4827.9),"Theme D: Cognition, Motivation and Emotion",Traditional talk,2020-10-29 16:15:00+00:00,2020-10-29 16:30:00+00:00,
recwVBcQMhxzgspWz,Surprisingly little evidence for task- or belief-dependent signals in macaque V1,"We set out to test two general predictions of how approximate Bayesian inference may manifest in sensory neural activity: that choice probabilities and noise correlations contain significant feedback components reflecting variability in posterior beliefs about a category. Specifically, a general prediction of optimal Bayesian learning and inference is excess choice-related variability in the direction of neural sensitivity, f’ (Lange & Haefner 2020). We trained two macaque monkeys to switch between two coarse orientation discrimination tasks while we recorded simultaneously from dozens of V1 units using planar 10x10 multi-electrode arrays. This is a rich dataset, including neural data recorded over the course of learning and while monkeys randomly switched discrimination tasks, cued at the start of each trial. Despite our original goal of extending previous experimental results on purported feedback both in choice probabilities and in noise correlations (Cohen & Newsome 2008, Nienborg & Cumming 2014, Rabinowitz et al 2015, Haefner et al 2016, Bondy et al 2018), we failed to find both main effects. Our experiment design and analysis pipeline include numerous stages designed to reduce possible confounds, such as the selection of neurons with diverse tuning properties, automatic outlier detection, spike detection designed to minimize spurious coincident spikes across channels, and regression methods that account for both pseudo-replication and measurement error. We were also able to recover post-mortem histology from these animals and thus assign each electrode on the array to a cortical layer. Our results on choice probabilities are consistent with Jasper et al (2019), who similarly used electrode arrays in V1. We invite further discussion of possible methodological or theoretical failures both on our part and on the part of earlier studies. Alternatively, we may conclude that choice-related signals in V1 are weaker or contain different structure than previously thought.",Richard Lange,"Camille Gomez-Laberge, Harvard Medical School; Ariana Sherdil, Harvard Medical School; Richard Born, Harvard Medical School; Ralf Haefner, University of Rochester",University of Rochester (grid.16416.34),"Theme C: Sensory & Motor Systems, and Physiology/Behavior",Interactive talk,2020-10-30 12:30:00+00:00,2020-10-30 12:45:00+00:00,
recwY94yi5bc7W0bV,Reward modulates cortical representations of action,"People are capable of rapid improvements in action performance when they are presented with large prospective incentive cues. The neural mechanism by which this performance enhancement occurs remains unclear. We investigated this phenomenon by offering prospective offers of monetary reward to human participants, contingent on their successful production of sequential actions. We found that people executed cued actions more quickly and accurately when they were offered large rewards. Reward offers were associated with elevated activity throughout the brain and fine-grained patterns in these regions encoded information about future action. Follow-up analyses provided evidence that action-coding in action preparation regions of the frontal lobe enhanced by reward and related to subsequent performance. This work sheds light on the neurocognitive mechanisms underlying the incentive-motivated performance of action, suggesting that it may depend critically on the fidelity of prospective action representations in the frontal lobe.",Tyler Adkins,"Tyler Adkins, University of Michigan Department of Psychology; Taraz Lee, University of Michigan Department of Psychology.",University of Michigan–Ann Arbor (grid.214458.e),"Theme D: Cognition, Motivation and Emotion",Traditional talk,2020-10-29 16:30:00+00:00,2020-10-29 16:45:00+00:00,https://youtu.be/r5ll2kV-Uo8
recwZD4pAhKk0elcx,Exploring the CellF,"from http://guybenary.com/work/cellf/

CellF is the world’s first neural synthesiser. Its “brain” is made of biological neural networks that grow in a Petri dish and controls in real time it’s “body” that is made of an array of analogue modular synthesizers that work in synergy with it and play with human musicians. It is a completely autonomous instrument that consists of a neural network that is bio-engineered from my own cells that control a custom-built synthesizer. There is no programming or computers involved, only biological matter and analogue circuits; a ‘wet-analogue’ instrument.

There is a surprising similarity in the way neural networks and analogue modular synthesizers function, in that for both, voltages are passed through components to produce data or sound. The neural interface we developed juxtaposes these two networks and in a sense creates a continuum that creates one unified network. With CellF, the musician and musical instrument become one entity to create a cybernetic musician, a rock star in a petri dish.

...",Guy Benary,,University of Western Australia,"Theme F: History, Education and Society",Keynote Event,2020-10-30 00:00:00+00:00,2020-10-30 01:00:00+00:00,
recwhCbFZIZzNLE2k,The color of the flash attenuates its mislocalization in the flash-jump illusion,"Recent studies have demonstrated the modulatory role of task-irrelevant color on higher-level cognitive tasks involving response inhibition. In this study, we investigated whether color also affects visual perception earlier in the visual processing hierarchy, using the flash-jump illusion. In this illusion when an apparent motion stimulus, i.e. a rectangular bar appearing at different locations along a trajectory, changes color at a single position, observers perceive this color change as occurring farther along the trajectory of motion. This mislocalization error has been shown to be dependent on responses in area V4, an intermediate stage in the ventral visual stream. Our results demonstrated that the color of the flash modulated the magnitude of the flash-jump effect such that participants reported less of a shift, i.e. a more veridical flash location, for both red and blue flashes, as compared to green and yellow. This pattern of color effects was present for both accuracy and precision in localizing the flash. Given that neural correlates of the flash jump effect are found in area V4, our findings suggest that color-dependent modulations of perceptual processes can occur as early as the intermediate stages of visual processing. Since the color of the flash affected its localization, these color modulations must be inherent and automatic in visual processing.",Harpreet  Saini (she/her),"Heather Jordan, York University; Mazyar Fallah, York University",York University (grid.21100.32),"Theme C: Sensory & Motor Systems, and Physiology/Behavior",Interactive talk,2020-10-29 18:30:00+00:00,2020-10-29 18:45:00+00:00,
recwl4MH7Vx2H6LEg,I would have found it by now: Metacognitive contributions to search termination,"When searching for a target object among distractors, a robust finding in cognitive science is that search time varies as a function of the number of distractors and their similarity to the target object. This is true not only for the time taken to say a target is present, but also for the time taken to terminate a search and conclude that a target object is absent. However, while models of visual search have successfully characterized contributions to target detection (such as salience or pop-out), the mechanisms underpinning when to terminate a search and conclude that a target is absent are poorly understood. In other words, when do people decide to give up and conclude that nothing is there? One hypothesis is that efficient search termination involves metacognitive knowledge such as the expected difficulty of the search, target salience, or fluctuations in one’s attentional state. By focusing on the first few trials in a visual search task in a large online sample, here we control participants’ ability to base their search termination on metacognitive knowledge before engaging with the task, and to directly measure the effect of experience on the shaping of this knowledge. In a first pilot experiment (N=181), we find a qualitative change in search termination efficiency before and after experiencing finding a target, in line with a metacognitive learning account.",Matan Mazor,Stephen M. Fleming,University College London,"Theme D: Cognition, Motivation and Emotion",Interactive talk,2020-10-27 13:30:00+00:00,2020-10-27 13:45:00+00:00,
recwvzSP3n6t5e9QD,The strategy of learning a new visuomotor skill and the underlying neural mechanisms are age-dependent,"Motor learning is accompanied by experience-dependent neural plasticity of motor-related areas in the brain. Oscillatory brain activity in the alpha and beta frequency bands has been identified as a possible neural marker of this process. Although an age-specific increase in desynchronization of alpha and beta power during movement is frequently reported, if and how old age affects functional reorganization after a period of motor practice is incompletely understood. Therefore, the aim of the current study was to determine the effects of age on task-related brain activation before and after motor skill acquisition and at 24-h retention of a mirror star tracing task. We used electroencephalography (EEG) to assess task-related power (TR-Power) in the alpha (8-12 Hz) and beta (12-30 Hz) frequency bands before, immediately after and 24-h after motor practice of a mirror star tracing task in younger (N=36, age=21.1±1.3yr) and older (N=36, age=70.4±4.1yr) adults. While both speed and accuracy of the motor task improved directly after practice in both age groups, younger adults only consolidated improvements in speed, whereas older adults only consolidated improvements in accuracy. In younger adults, task-related power was observed in the hemisphere contralateral to the practicing right hand, while older adults showed a more bilateral activation pattern. There was an increase in task-related alpha and beta desynchronization immediately, but not 24h after practice, indicative of early neural plasticity. Interestingly, this change in desynchronization after practice was larger for older compared to younger adults. Together, these results indicate that both the strategy for learning a mirror star tracing task as well as the underlying neural mechanisms are age-dependent. ",Margot Bootsma,"Simone R. Caljouw, University Medical Center Groningen; Menno P. Veldman, KU Leuven; Natasha M. Maurits, University Medical Center Groningen; John C. Rothwell, University College London; Tibor Hortobágyi, University Medical Center Groningen",University Medical Center Groningen (grid.4494.d),"Theme C: Sensory & Motor Systems, and Physiology/Behavior",Traditional talk,2020-10-30 08:30:00+00:00,2020-10-30 08:45:00+00:00,https://youtu.be/7Ak4kJMmfUA
recx874QWp55HMsme,Spontaneous shifts of arousal state shape behavior in perceptual decision-making,"Arousal levels perpetually rise and fall to control behavior. While extreme arousal states clearly indicate behavioral extremes, from sleep to escape from danger, little is known about the behavioral relevance of intermediate arousal levels fluctuating spontaneously in waking humans. Here, we simultaneously monitored magnetoencephalography and pupil size in healthy volunteers (N=24) at rest and during a perceptual decision-making task with long inter-trial intervals. We first identified how the two commonly used markers of arousal - pupil size and spectral power of brain activity – relate to one another at rest, and then show how prestimulus fluctuations in these markers shape subsequent perceptual decisions. We found that spontaneously varying pupil size correlates with power of brain activity in all frequency bands and in all large-scale cortical networks. Prestimulus pupil size correlates with subsequent shifts in detection bias (c) and sensitivity (d’), which was fully explained by large-scale spectral power variation. When dissociated from pupil-linked state, delta power of dorsal attention and default networks predicts bias and alpha power of visual network predicts sensitivity. Spontaneous pupil constriction and dilation events correlate with large-scale brain activity as well, but not with behavior. Our results illuminate the large-scale electrophysiological neural correlates of pupil-linked arousal and show the effects of arousal states on human perceptual decision-making. ",Ella Podvalny,Ella Podvalny; Leana E. King; Biyu J. He,New York University (grid.137628.9),"Theme D: Cognition, Motivation and Emotion",Traditional talk,2020-10-29 20:30:00+00:00,2020-10-29 20:45:00+00:00,https://youtu.be/P-F5INnCU5o
